date,opening,closing,return,logreturn
20090102,85.74,90.63,0.057032890132960125,0.055465822896859356
20090105,93.16499999999999,94.59,0.015295443567863592,0.015179647545703287
20090106,95.875,92.99,-0.030091264667535908,-0.030553299197314355
20090107,91.805,90.995,-0.008823048853548305,-0.008862202421780202
20090108,90.465,92.795,0.025755817166860092,0.025429723459208128
20090109,93.265,90.5,-0.029646705623760258,-0.030095052790645505
20090112,90.43,88.615,-0.02007077297357085,-0.020274927245285908
20090113,88.19,87.62,-0.006463317836489321,-0.0064842955143369655
20090114,86.29499999999999,85.36,-0.010834926704907448,-0.010894051989868436
20090115,80.58,83.38,0.03474807644576815,0.03415799268944961
20090116,84.28,82.28999999999999,-0.02361177028951126,-0.023894995318366804
20090120,81.82499999999999,78.25,-0.04369080354414897,-0.04467399096698151
20090121,79.46000000000001,82.78999999999999,0.04190787817769927,0.04105353076426152
20090122,88.09,88.36,0.003065047110909252,0.0030603594302120837
20090123,86.83500000000001,88.355,0.01750446248632459,0.017353024060941177
20090126,88.89,89.6,0.007987400157497961,0.007955669727301185
20090127,90.31,90.72,0.004539918060015464,0.004529643716734454
20090128,92.11,94.30000000000001,0.023775920095538073,0.02349767463926774
20090129,93.04499999999999,92.995,-5.373743887364496e-4,-5.375188261002463e-4
20090130,92.6,90.15,-0.02645788336933033,-0.02681419200280727
20090202,89.15,91.53,0.026696578799775605,0.02634644308753861
20090203,91.9,92.955,0.011479869423286099,0.011414475720539002
20090204,93.235,93.55,0.003378559553815603,0.0033728650440418657
20090205,92.83000000000001,96.54499999999999,0.04001939028331331,0.039239357482660525
20090206,97.08500000000001,99.77,0.027656177576350496,0.027280653478998516
20090209,99.945,102.55,0.026064335384461495,0.025730449835779417
20090210,101.275,97.95,-0.032831399654406346,-0.033382444698204464
20090211,96.39500000000001,96.82,0.004408942372529518,0.004399251460115984
20090212,95.93,99.28,0.03492129677890122,0.03432538206649549
20090213,99.065,99.12,5.551910361884301e-4,5.550369746649222e-4
20090217,96.905,94.535,-0.02445694236623502,-0.024760980852818738
20090218,95.125,94.355,-0.008094612352168159,-0.00812755160079084
20090219,93.375,90.63499999999999,-0.02934404283801884,-0.029783191538099094
20090220,89.36,91.15,0.02003133393017017,0.01983334636372677
20090223,91.7,87.035,-0.05087241003271544,-0.052212042657746704
20090224,87.41,90.195,0.0318613430957556,0.03136430056724499
20090225,89.96000000000001,91.19,0.013672743441529453,0.013580114854459006
20090226,91.95,89.025,-0.03181076672104401,-0.032327721886488615
20090227,87.86500000000001,89.315,0.016502589199339765,0.016367901254038218
20090302,88.30000000000001,88.05000000000001,-0.002831257078142695,-0.0028352726676991783
20090303,88.935,88.36500000000001,-0.006409175240343994,-0.006429802185680299
20090304,90.09,91.32,0.01365301365301354,0.01356065099824605
20090305,90.515,88.95500000000001,-0.017234712478594576,-0.017384958941168187
20090306,88.355,85.345,-0.034067115613151545,-0.03466092504372275
20090309,84.15,83.135,-0.012061794414735597,-0.012135128144472323
20090310,84.88,88.51,0.042766258246936965,0.041877045675058046
20090311,89.81,92.745,0.03268010243848126,0.032157463995783425
20090312,92.95,96.26499999999999,0.03566433566433549,0.035043091013845735
20090313,96.215,95.88499999999999,-0.0034298186353480488,-0.0034357139470435785
20090316,96.49000000000001,95.425,-0.011037413203440894,-0.011098777400999108
20090317,95.275,99.64500000000001,0.04586722644975077,0.044846423025390374
20090318,99.905,101.525,0.016215404634402728,0.016085339120265624
20090319,101.89500000000001,101.675,-0.0021590853329409004,-0.002161419518086788
20090320,101.995,101.495,-0.004902201088288641,-0.0049142562901965635
20090323,102.72,107.60499999999999,0.04755646417445474,0.04646027510789724
20090324,106.325,106.515,0.0017869739007759014,0.0017853791624693517
20090325,107.475,106.56,-0.008513607815771035,-0.008550055590266163
20090326,107.88999999999999,109.71000000000001,0.01686903327463177,0.01672833126615098
20090327,108.235,106.805,-0.013211992423892389,-0.01330004724218063
20090330,104.405,104.445,3.8312341362953923e-4,3.830500405945449e-4
20090331,105.455,105.11,-0.00327153762268265,-0.0032769008023147985
20090401,104.095,108.695,0.04419040299726206,0.043241851181405305
20090402,110.11500000000001,112.695,0.023430050401852462,0.023159780258379177
20090403,114.245,115.94999999999999,0.014924066698761293,0.014813798561032899
20090406,114.97,118.36500000000001,0.02952944246325137,0.029101845875459175
20090407,116.535,114.83,-0.01463079761445058,-0.014738883282395891
20090408,115.435,116.32499999999999,0.0077099666478969665,0.007680396746424553
20090409,118.52000000000001,119.625,0.009323320958487931,0.009280127067753803
20090413,119.985,120.215,0.001916906279951694,0.0019150713596480238
20090414,119.545,118.25,-0.010832740808900428,-0.010891842152854506
20090415,117.125,117.63499999999999,0.004354322305229378,0.004344869673795939
20090416,119.175,121.435,0.018963708831550286,0.018786139113295373
20090417,120.845,123.38,0.02097728495179773,0.020760291091552568
20090420,121.765,120.45,-0.010799490822485918,-0.01085822859833823
20090421,118.905,121.82,0.024515369412556175,0.02421969045110961
20090422,122.6,121.41,-0.009706362153344191,-0.009753775946227115
20090423,126.62,125.52,-0.008687411151476927,-0.008725366691203433
20090424,124.69,123.88499999999999,-0.006456010907049538,-0.006476941077704802
20090427,122.805,124.85499999999999,0.016693131387158364,0.016555332485028034
20090428,123.37,123.985,0.004985004458134027,0.004972620462540785
20090429,124.875,125.33500000000001,0.0036836836836837473,0.0036769155369918236
20090430,126.195,125.785,-0.003248940132334852,-0.003254229397771611
20090501,125.83500000000001,127.15,0.010450192712679284,0.01039596690176095
20090504,128.26,132.14499999999998,0.030290035864649862,0.029840350821129746
20090505,131.805,132.70499999999998,0.006828269033799759,0.006805061987542574
20090506,133.365,132.475,-0.006673415063922429,-0.006695781862386282
20090507,132.335,129.005,-0.025163411040163314,-0.025485423097752324
20090508,129,129.175,0.00135658914728691,0.0013556698115762397
20090511,127.5,129.485,0.0155686274509805,0.015448679716455698
20090512,129.605,124.455,-0.03973612129161677,-0.04054715863653091
20090513,123.215,119.41,-0.030880980400113677,-0.03136784738955445
20090514,119.755,122.89500000000001,0.026220199574130642,0.025882343189078113
20090515,122.275,122.375,8.17828664894658e-4,8.174944252534126e-4
20090518,123.745,126.66499999999999,0.023596913006586024,0.02332280947888859
20090519,126.83500000000001,127.505,0.005282453581424587,0.0052685503640787345
20090520,127.625,125.85499999999999,-0.01386875612144964,-0.013965825855606268
20090521,125.155,123.91,-0.00994766489552958,-0.009997473508850472
20090522,124.105,122.515,-0.012811732001128104,-0.01289451001946674
20090526,124.775,130.73,0.047725906631937355,0.04662201221809559
20090527,131.70499999999998,132.99,0.00975665312630519,0.009709364324358103
20090528,133.435,135.025,0.011915914115486967,0.011845478594517931
20090529,135.325,135.675,0.0025863661555516186,0.0025830272664271146
20090601,136.32999999999998,139.345,0.022115455145602692,0.021874455210691597
20090602,138.70499999999998,139.47,0.005515302260192602,0.0055001486728915175
20090603,140.005,141.03500000000003,0.007356880111424803,0.007329950268032308
20090604,140.1,143.635,0.025231977159171998,0.024918906163729375
20090605,145.35500000000002,144.685,-0.004609404561246712,-0.00462006062446467
20090608,143.815,143.745,-4.867364322219044e-4,-4.8685492685107847e-4
20090609,143.765,142.675,-0.007581817549472925,-0.007610705636919148
20090610,142.365,140.20499999999998,-0.015172268464861622,-0.015288544947908964
20090611,139.57,139.86,0.0020778104177116893,0.002075654755168
20090612,138.815,136.865,-0.014047473255771988,-0.014147072856848082
20090615,136.04500000000002,136.095,3.6752545113736586e-4,3.6745793020192527e-4
20090616,136.665,136.35500000000002,-0.002268320345369874,-0.002270896880973923
20090617,136.62,135.575,-0.0076489533011273305,-0.007678356576579048
20090618,136.095,135.915,-0.0013226055328998628,-0.001323480947568354
20090619,138.035,139.375,0.00970768283406385,0.009660866025696564
20090622,140.66,137.335,-0.023638561069244907,-0.02392243434976501
20090623,136.38,133.96499999999997,-0.017707875054993553,-0.017866535288547956
20090624,135.39499999999998,136.23000000000002,0.006167140588648299,0.006148201603497679
20090625,135.78,140.02,0.031226984828398946,0.030749340675550657
20090626,139.74,142.35000000000002,0.01867754401030495,0.018505260599741943
20090629,143.505,141.89,-0.01125396327654095,-0.011317768279018401
